,alignment position,genomic position,edited or not,positional entropy,average score difference
Pl_atpB,465,386,0,1.00,0
Pl_atpB,466,387,0,0.95,0
Pl_atpB,467,388,0,1.00,0
Pl_atpB,468,389,0,0.95,0
Pl_atpB,469,390,0,0.85,0
Pl_atpB,470,391,0,0.95,0
Pl_atpB,471,392,0,0.87,0
Pl_atpB,472,393,1,1.00,2.00
Pl_atpB,473,394,0,1.00,0
Pl_atpB,474,395,0,1.00,0
Pl_atpB,475,396,0,0.95,0
Pl_atpB,476,397,0,0.95,0
Pl_atpB,477,398,0,1.00,0
Pl_atpB,478,399,0,0.87,0
Pl_atpB,479,400,0,1.00,0
Pl_atpB,480,401,0,1.00,0
Pl_atpB,481,402,0,1.00,0
Pl_atpB,482,403,1,0.71,0.37
Pl_atpB,483,404,0,0.90,0
Pl_atpB,484,405,1,0.76,0.83
Pl_atpB,485,406,0,1.00,0
Pl_atpB,486,407,0,0.95,0
Pl_atpB,487,408,0,0.95,0
Pl_atpB,488,409,0,1.00,0
Pl_atpB,489,410,0,0.87,0
Pl_atpB,490,411,0,1.00,0
Pl_atpB,491,412,1,0.84,-0.77
Pl_atpB,492,413,0,1.00,0
Pl_atpB,493,414,0,1.00,0
Pl_atpB,494,415,0,1.00,0
Pl_atpB,495,416,0,1.00,0
Pl_atpB,496,417,0,1.00,0
Pl_atpB,497,418,0,1.00,0
Pl_atpB,498,419,0,0.89,0
Pl_atpB,499,420,0,1.00,0
Pl_atpB,500,421,0,1.00,0
Pl_atpB,501,422,0,1.00,0
Pl_atpB,502,423,0,0.85,0
Pl_atpB,503,424,0,1.00,0
Pl_atpB,504,425,0,0.95,0
Pl_atpB,505,426,0,1.00,0
Pl_atpB,506,427,0,0.95,0
Pl_atpB,507,428,0,1.00,0
Pl_atpB,508,429,0,1.00,0
Pl_atpB,509,430,0,1.00,0
Pl_atpB,510,431,0,1.00,0
Pl_atpB,511,432,0,0.95,0
Pl_atpB,512,433,0,1.00,0
Pl_atpB,513,434,0,1.00,0
Pl_atpB,514,435,0,1.00,0
Pl_atpB,515,436,0,1.00,0
Pl_atpB,516,437,0,1.00,0
Pl_atpB,517,438,0,1.00,0
Pl_atpB,518,439,0,1.00,0
Pl_atpB,519,440,0,1.00,0
Pl_atpB,520,441,0,1.00,0
Pl_atpB,521,442,0,1.00,0
Pl_atpB,522,443,0,0.75,0
Pl_atpB,523,444,0,1.00,0
Pl_atpB,524,445,0,1.00,0
Pl_atpB,525,446,0,1.00,0
Pl_atpB,526,447,0,1.00,0
Pl_atpB,527,448,0,0.48,0
Pl_atpB,528,449,0,1.00,0
Pl_atpB,529,450,0,1.00,0
Pl_atpB,530,451,0,1.00,0
Pl_atpB,531,452,0,1.00,0
Pl_atpB,532,453,0,1.00,0
Pl_atpB,533,454,1,0.95,1.00
Pl_atpB,534,455,0,0.90,0
Pl_atpB,535,456,0,1.00,0
Pl_atpB,536,457,0,0.49,0
Pl_atpB,537,458,0,0.46,0
Pl_atpB,538,459,0,1.00,0
Pl_atpB,539,460,0,1.00,0
Pl_atpB,540,461,0,1.00,0
Pl_atpB,541,462,0,1.00,0
Pl_atpB,542,463,0,1.00,0
Pl_atpB,543,464,0,1.00,0
Pl_atpB,544,465,0,1.00,0
Pl_atpB,545,466,0,1.00,0
Pl_atpB,546,467,0,0.95,0
Pl_atpB,547,468,0,1.00,0
Pl_atpB,548,469,0,1.00,0
Pl_atpB,549,470,0,1.00,0
Pl_atpB,550,471,0,1.00,0
Pl_atpB,551,472,0,1.00,0
Pl_atpB,552,473,0,1.00,0
Pl_atpB,553,474,0,0.95,0
Pl_atpB,554,475,0,1.00,0
Pl_atpB,555,476,0,1.00,0
Pl_atpB,556,477,0,1.00,0
Pl_atpB,557,478,0,1.00,0
Pl_atpB,558,479,0,0.95,0
Pl_atpB,559,480,0,0.95,0
Pl_atpB,560,481,0,0.95,0
Pl_atpB,561,482,0,0.90,0
Pl_atpB,562,483,0,1.00,0
Pl_atpB,563,484,0,0.84,0
Pl_atpB,564,485,0,1.00,0
Pl_atpB,565,486,0,1.00,0
Pl_atpB,566,487,0,1.00,0
Pl_atpB,567,488,0,0.95,0
Pl_atpB,568,489,0,0.95,0
Pl_atpB,569,490,0,1.00,0
Pl_atpB,570,491,0,1.00,0
Pl_atpB,571,492,0,1.00,0
Pl_atpB,572,493,0,1.00,0
Pl_atpB,573,494,0,0.95,0
Pl_atpB,574,495,1,0.74,2.93
Pl_atpB,575,496,0,1.00,0
Pl_atpB,576,497,0,1.00,0
Pl_atpB,577,498,0,0.82,0
Pl_atpB,578,499,0,1.00,0
Pl_atpB,579,500,0,1.00,0
Pl_atpB,580,501,0,1.00,0
Pl_atpB,581,502,0,1.00,0
Pl_atpB,582,503,0,1.00,0
Pl_atpB,583,504,0,1.00,0
Pl_atpB,584,505,0,0.95,0
Pl_atpB,585,506,0,1.00,0
Pl_atpB,586,507,0,1.00,0
Pl_atpB,587,508,0,1.00,0
Pl_atpB,588,509,0,0.77,0
Pl_atpB,589,510,0,1.00,0
Pl_atpB,590,511,0,0.90,0
Pl_atpB,591,512,0,1.00,0
Pl_atpB,592,513,0,0.95,0
Pl_atpB,593,514,0,0.90,0
Pl_atpB,594,515,0,1.00,0
Pl_atpB,595,516,0,0.90,0
Pl_atpB,596,517,0,0.78,0
Pl_atpB,597,518,1,0.28,2.47
Pl_atpB,598,519,0,0.95,0
Pl_atpB,599,520,1,0.92,0.87
Pl_atpB,600,521,0,0.87,0
Pl_atpB,601,522,0,0.49,0
Pl_atpB,602,523,1,0.49,0.00
Pl_atpB,603,524,0,1.00,0
Pl_atpB,604,525,0,1.00,0
Pl_atpB,605,526,0,0.33,0
Pl_atpB,606,527,1,0.75,0.73
Pl_atpB,607,528,0,1.00,0
Pl_atpB,608,529,0,0.84,0
Pl_atpB,609,530,1,0.33,3.67
Pl_atpB,610,531,1,0.80,0.40
Pl_atpB,611,532,0,0.85,0
Pl_atpB,612,533,0,0.52,0
Pl_atpB,613,534,0,0.80,0
Pl_atpB,614,535,0,1.00,0
Pl_atpB,615,536,0,0.95,0
Pl_atpB,616,537,0,0.87,0
Pl_atpB,617,538,0,1.00,0
Pl_atpB,618,539,0,1.00,0
Pl_atpB,619,540,0,1.00,0
Pl_atpB,620,541,0,1.00,0
Pl_atpB,621,542,0,1.00,0
Pl_atpB,622,543,0,1.00,0
Pl_atpB,623,544,0,0.92,0
Pl_atpB,624,545,0,1.00,0
Pl_atpB,625,546,0,0.95,0
Pl_atpB,626,547,0,1.00,0
Pl_atpB,627,548,0,1.00,0
Pl_atpB,628,549,0,1.00,0
Pl_atpB,629,550,0,0.80,0
Pl_atpB,630,551,0,1.00,0
Pl_atpB,631,552,0,1.00,0
Pl_atpB,632,553,0,1.00,0
Pl_atpB,633,554,0,1.00,0
Pl_atpB,634,555,1,0.95,1.93
Pl_atpB,635,556,1,0.76,-0.07
Pl_atpB,636,557,0,1.00,0
Pl_atpB,637,558,0,0.92,0
Pl_atpB,638,559,0,0.89,0
Pl_atpB,639,560,0,0.55,0
Pl_atpB,640,561,0,1.00,0
Pl_atpB,641,562,0,0.79,0
Pl_atpB,642,563,0,1.00,0
Pl_atpB,643,564,0,0.95,0
Pl_atpB,644,565,0,1.00,0
Pl_atpB,645,566,0,0.95,0
Pl_atpB,646,567,0,0.77,0
Pl_atpB,647,568,0,1.00,0
Pl_atpB,648,569,0,1.00,0
Pl_atpB,649,570,0,1.00,0
Pl_atpB,650,571,0,1.00,0
Pl_atpB,651,572,0,1.00,0
Pl_atpB,652,573,0,1.00,0
Pl_atpB,653,574,0,1.00,0
Pl_atpB,654,575,0,1.00,0
Pl_atpB,655,576,0,0.95,0
Pl_atpB,656,577,0,1.00,0
Pl_atpB,657,578,0,1.00,0
Pl_atpB,658,579,1,1.00,3.00
Pl_atpB,659,580,0,0.83,0
Pl_atpB,660,581,0,1.00,0
Pl_atpB,661,582,0,0.95,0
Pl_atpB,662,583,0,0.95,0
Pl_atpB,663,584,0,0.90,0
Pl_atpB,664,585,0,1.00,0
Pl_atpB,665,586,0,1.00,0
Pl_atpB,666,587,1,0.95,-3.73
Pl_atpB,667,588,0,1.00,0
Pl_atpB,668,589,0,1.00,0
Pl_atpB,669,590,1,0.67,-0.33
Pl_atpB,670,591,0,0.95,0
Pl_atpB,671,592,0,0.60,0
Pl_atpB,672,593,0,0.65,0
Pl_atpB,673,594,0,0.61,0
Pl_atpB,674,595,0,0.95,0
Pl_atpB,675,596,1,0.56,1.80
Pl_atpB,676,597,0,1.00,0
Pl_atpB,677,598,0,1.00,0
Pl_atpB,678,599,0,0.46,0
Pl_atpB,679,600,0,0.53,0
Pl_atpB,680,601,0,0.77,0
Pl_atpB,681,602,1,0.95,0.00
Pl_atpB,682,603,1,0.30,0.37
Pl_atpB,683,604,0,1.00,0
Pl_atpB,684,605,0,0.74,0
Pl_atpB,685,606,0,0.68,0
Pl_atpB,686,607,0,0.97,0
Pl_atpB,687,608,1,0.61,1.97
Pl_atpB,688,609,0,0.79,0
Pl_atpB,689,610,0,0.87,0
Pl_atpB,690,611,1,0.97,6.77
Pl_atpB,691,612,0,0.87,0
Pl_atpB,692,613,1,0.73,0.43
Pl_atpB,693,614,1,0.97,2.90
Pl_atpB,694,615,0,0.97,0
Pl_atpB,695,616,0,0.97,0
Pl_atpB,696,617,0,0.92,0
Pl_atpB,697,618,0,0.97,0
Pl_atpB,698,619,0,0.67,0
Pl_atpB,699,620,0,0.73,0
Pl_atpB,700,621,1,0.41,-1.77
Pl_atpB,701,622,0,0.87,0
Pl_atpB,702,623,0,0.83,0
Pl_petB,20,1,1,0.87,-3.00
Pl_petB,21,2,0,0.66,0
Pl_petB,22,3,0,0.79,0
Pl_petB,23,4,0,0.83,0
Pl_petB,24,5,0,0.97,0
Pl_petB,25,6,0,0.92,0
Pl_petB,26,7,0,0.97,0
Pl_petB,27,8,0,0.92,0
Pl_petB,28,9,0,0.75,0
Pl_petB,29,10,0,0.97,0
Pl_petB,30,11,0,0.97,0
Pl_petB,31,12,0,0.97,0
Pl_petB,32,13,0,0.92,0
Pl_petB,33,14,0,0.81,0
Pl_petB,34,15,0,0.97,0
Pl_petB,35,16,1,0.71,3.52
Pl_petB,36,17,0,0.97,0
Pl_petB,37,18,0,0.97,0
Pl_petB,38,19,0,0.92,0
Pl_petB,39,20,0,0.97,0
Pl_petB,40,21,0,0.92,0
Pl_petB,41,22,0,0.74,0
Pl_petB,42,23,0,0.97,0
Pl_petB,43,24,0,0.97,0
Pl_petB,44,25,0,0.92,0
Pl_petB,45,26,0,0.97,0
Pl_petB,46,27,0,0.97,0
Pl_petB,47,28,1,0.92,9.34
Pl_petB,48,29,1,0.97,5.79
Pl_petB,49,30,1,0.97,2.90
Pl_petB,50,31,0,0.97,0
Pl_petB,51,32,0,0.97,0
Pl_petB,52,33,0,0.97,0
Pl_petB,53,34,0,0.97,0
Pl_petB,54,35,0,0.97,0
Pl_petB,55,36,0,0.66,0
Pl_petB,56,37,0,0.97,0
Pl_petB,57,38,0,0.97,0
Pl_petB,58,39,1,0.87,0.93
Pl_petB,59,40,0,0.74,0
Pl_petB,60,41,0,0.74,0
Pl_petB,61,42,0,0.86,0
Pl_petB,62,43,1,0.79,0.31
Pl_petB,63,44,0,0.97,0
Pl_petB,64,45,0,0.77,0
Pl_petB,65,46,0,0.71,0
Pl_petB,66,47,0,0.97,0
Pl_petB,67,48,0,0.81,0
Pl_petB,69,49,0,0.86,0
Pl_petB,70,50,0,0.97,0
Pl_petB,71,51,0,0.97,0
Pl_petB,72,52,1,0.97,1.93
Pl_petB,73,53,0,0.97,0
Pl_petB,74,54,0,0.97,0
Pl_petB,75,55,0,0.92,0
Pl_petB,76,56,0,0.97,0
Pl_petB,77,57,0,0.97,0
Pl_petB,78,58,0,0.97,0
Pl_petB,79,59,1,0.97,7.72
Pl_petB,80,60,1,0.73,-0.66
Pl_petB,81,61,0,0.88,0
Pl_petB,82,62,0,0.54,0
Pl_petB,83,63,0,0.78,0
Pl_petB,84,64,0,0.97,0
Pl_petB,85,65,0,0.92,0
Pl_petB,86,66,0,0.68,0
Pl_petB,87,67,0,0.97,0
Pl_petB,88,68,0,0.86,0
Pl_petB,89,69,0,0.72,0
Pl_petB,90,70,0,0.97,0
Pl_petB,91,71,0,0.74,0
Pl_petB,92,72,0,0.92,0
Pl_petB,93,73,1,0.87,0.00
Pl_petB,94,74,1,0.52,0.45
Pl_petB,95,75,1,0.88,0.97
Pl_petB,96,76,0,0.92,0
Pl_petB,97,77,0,0.88,0
Pl_petB,98,78,0,0.97,0
Pl_petB,99,79,0,0.97,0
Pl_petB,100,80,0,0.97,0
Pl_petB,101,81,0,0.80,0
Pl_petB,102,82,1,0.97,4.83
Pl_petB,103,83,0,0.97,0
Pl_petB,104,84,1,0.61,-0.28
Pl_petB,105,85,0,0.97,0
Pl_petB,106,86,0,0.97,0
Pl_petB,107,87,0,0.92,0
Pl_petB,108,88,0,0.92,0
Pl_petB,109,89,0,0.92,0
Pl_petB,110,90,1,0.92,0.28
Pl_petB,111,91,1,0.92,2.00
Pl_petB,112,92,0,0.97,0
Pl_petB,113,93,0,0.97,0
Pl_petB,114,94,0,0.83,0
Pl_petB,115,95,0,0.76,0
Pl_petB,116,96,0,0.76,0
Pl_petB,117,97,0,0.72,0
Pl_petB,118,98,0,0.97,0
Pl_petB,119,99,0,0.97,0
Pl_petB,120,100,0,0.68,0
Pl_petB,121,101,0,0.79,0
Pl_petB,122,102,0,0.97,0
Pl_petB,123,103,0,0.92,0
Pl_petB,124,104,0,0.97,0
Pl_petB,125,105,0,0.97,0
Pl_petB,126,106,0,0.97,0
Pl_petB,127,107,0,0.92,0
Pl_petB,128,108,0,0.97,0
Pl_petB,129,109,0,0.97,0
Pl_petB,130,110,0,0.97,0
Pl_petB,131,111,0,0.87,0
Pl_petB,132,112,0,0.97,0
Pl_petB,133,113,0,0.97,0
Pl_petB,134,114,0,0.97,0
Pl_petB,135,115,0,0.97,0
Pl_petB,136,116,0,0.97,0
Pl_petB,137,117,0,0.97,0
Pl_petB,138,118,0,0.81,0
Pl_petB,139,119,0,0.87,0
Pl_petB,140,120,0,1.00,0
Pl_petB,141,121,0,0.95,0
Pl_petB,142,122,0,0.55,0
Pl_petB,143,123,0,0.89,0
Pl_petB,144,124,0,0.74,0
Pl_petB,145,125,0,0.84,0
Pl_petB,146,126,1,0.54,-2.55
Pl_petB,147,127,1,1.00,1.00
Pl_petB,148,128,0,0.89,0
Pl_petB,149,129,0,1.00,0
Pl_petB,150,130,0,1.00,0
Pl_petB,151,131,0,1.00,0
Pl_petB,152,132,0,1.00,0
Pl_petB,153,133,0,1.00,0
Pl_petB,154,134,0,1.00,0
Pl_petB,155,135,0,1.00,0
Pl_petB,156,136,0,1.00,0
Pl_petB,157,137,0,1.00,0
Pl_petB,158,138,0,1.00,0
Pl_petB,159,139,0,1.00,0
Pl_petB,160,140,0,1.00,0
Pl_petB,161,141,0,1.00,0
Pl_petB,162,142,0,0.83,0
Pl_petB,163,143,0,1.00,0
Pl_petB,164,144,0,0.82,0
Pl_petB,165,145,0,1.00,0
Pl_petB,166,146,0,1.00,0
Pl_petB,167,147,0,0.77,0
Pl_petB,168,148,0,1.00,0
Pl_petB,169,149,0,1.00,0
Pl_petB,170,150,0,1.00,0
Pl_petB,171,151,0,1.00,0
Pl_petB,172,152,0,0.95,0
Pl_petB,173,153,0,0.95,0
Pl_petB,174,154,0,1.00,0
Pl_petB,175,155,0,0.69,0
Pl_petB,176,156,0,0.95,0
Pl_petB,181,161,0,0.70,0
Pl_petB,182,162,1,1.00,11.00
Pl_petB,183,163,1,0.67,0.34
Pl_petB,184,164,1,0.74,-0.24
Pl_petB,185,165,0,1.00,0
Pl_petB,186,166,0,0.44,0
Pl_petB,187,167,0,0.40,0
Pl_petB,188,168,0,0.64,0
Pl_petB,189,169,0,1.00,0
Pl_petB,190,170,0,0.59,0
Pl_petB,191,171,0,0.81,0
Pl_petB,192,172,0,1.00,0
Pl_petB,193,173,0,0.95,0
Pl_petB,194,174,0,1.00,0
Pl_petB,195,175,0,0.76,0
Pl_petB,196,176,1,0.57,-0.66
Pl_petB,197,177,0,0.87,0
Pl_petB,198,178,0,1.00,0
Pl_petB,199,179,0,1.00,0
Pl_petB,200,180,0,1.00,0
Pl_petB,201,181,0,0.56,0
Pl_petB,202,182,0,1.00,0
Pl_petB,203,183,0,1.00,0
Pl_petB,204,184,0,1.00,0
Pl_petB,205,185,0,1.00,0
Pl_petB,206,186,0,1.00,0
Pl_petB,207,187,0,1.00,0
Pl_petB,208,188,0,0.95,0
Pl_petB,209,189,0,0.77,0
Pl_petB,210,190,0,1.00,0
Pl_petB,211,191,0,1.00,0
Pl_petB,212,192,0,0.95,0
Pl_petB,213,193,0,0.95,0
Pl_petB,214,194,0,1.00,0
Pl_petB,215,195,0,1.00,0
Pl_petB,216,196,1,0.80,3.45
Pl_petB,217,197,1,0.60,-0.10
Pl_petB,218,198,0,0.71,0
Pl_petB,219,199,0,0.82,0
Pl_petB,220,200,0,0.83,0
Pl_petB,221,201,0,0.73,0
Pl_petB,222,202,0,0.90,0
Pl_petB,223,203,0,0.89,0
Pl_petB,224,204,1,0.64,0.62
Pl_petB,225,205,0,1.00,0
Pl_petB,226,206,0,1.00,0
Pl_petB,227,207,0,0.82,0
Pl_petB,228,208,0,0.95,0
Pl_petB,229,209,0,1.00,0
Pl_petB,230,210,0,1.00,0
Pl_petB,231,211,0,0.95,0
Pl_petB,232,212,0,1.00,0
Pl_petB,233,213,0,1.00,0
Pl_petB,234,214,0,1.00,0
Pl_petB,235,215,0,1.00,0
Pl_petB,236,216,0,1.00,0
Pl_petB,237,217,0,1.00,0
Pl_petB,238,218,0,1.00,0
Pl_petD,2,1,0,0.88,0
Pl_petD,3,2,0,0.74,0
Pl_petD,4,3,0,0.70,0
Pl_petD,5,4,0,0.58,0
Pl_petD,6,5,1,0.92,1.07
Pl_petD,7,6,1,0.87,0.90
Pl_petD,8,7,0,0.97,0
Pl_petD,9,8,0,0.92,0
Pl_petD,10,9,0,0.87,0
Pl_petD,11,10,1,0.59,4.45
Pl_petD,12,11,1,0.83,2.97
Pl_petD,13,12,1,0.74,0.86
Pl_petD,14,13,0,0.66,0
Pl_petD,15,14,0,0.92,0
Pl_petD,16,15,0,0.82,0
Pl_petD,17,16,0,0.87,0
Pl_petD,18,17,0,0.92,0
Pl_petD,19,18,0,0.97,0
Pl_petD,20,19,0,0.92,0
Pl_petD,21,20,1,0.97,1.93
Pl_petD,22,21,0,0.97,0
Pl_petD,23,22,0,0.95,0
Pl_petD,24,23,0,1.00,0
Pl_petD,25,24,0,0.95,0
Pl_petD,26,25,0,0.77,0
Pl_petD,27,26,0,0.85,0
Pl_petD,28,27,0,0.95,0
Pl_petD,29,28,1,1.00,8.00
Pl_petD,30,29,0,1.00,0
Pl_petD,31,30,1,1.00,8.00
Pl_petD,32,31,0,1.00,0
Pl_petD,33,32,0,1.00,0
Pl_petD,34,33,0,1.00,0
Pl_petD,35,34,0,1.00,0
Pl_petD,36,35,0,0.95,0
Pl_petD,37,36,0,0.85,0
Pl_petD,38,37,0,0.89,0
Pl_petD,39,38,0,1.00,0
Pl_petD,40,39,0,0.61,0
Pl_petD,41,40,0,1.00,0
Pl_petD,42,41,0,0.95,0
Pl_petD,43,42,0,0.84,0
Pl_petD,44,43,0,0.71,0
Pl_petD,45,44,0,0.95,0
Pl_petD,46,45,0,1.00,0
Pl_petD,47,46,0,0.89,0
Pl_petD,48,47,0,0.95,0
Pl_petD,49,48,0,0.68,0
Pl_petD,50,49,1,0.64,1.45
Pl_petD,51,50,0,0.69,0
Pl_petD,52,51,0,0.44,0
Pl_petD,53,52,0,0.61,0
Pl_petD,54,53,0,0.95,0
Pl_petD,55,54,0,1.00,0
Pl_petD,56,55,0,0.69,0
Pl_petD,57,56,0,0.80,0
Pl_petD,58,57,0,0.74,0
Pl_petD,59,58,0,0.65,0
Pl_petD,60,59,0,0.95,0
Pl_petD,61,60,0,0.65,0
Pl_petD,62,61,0,0.33,0
Pl_petD,63,62,0,0.62,0
Pl_petD,64,63,0,1.00,0
Pl_petD,65,64,1,1.00,3.00
Pl_petD,66,65,1,0.60,3.00
Pl_petD,67,66,0,0.95,0
Pl_petD,68,67,0,0.78,0
Pl_petD,69,68,0,1.00,0
Pl_petD,70,69,0,1.00,0
Pl_petD,71,70,1,0.84,1.31
Pl_petD,72,71,1,1.00,5.00
Pl_petD,73,72,0,1.00,0
Pl_petD,74,73,0,1.00,0
Pl_petD,75,74,0,1.00,0
Pl_petD,76,75,0,1.00,0
Pl_petD,77,76,0,1.00,0
Pl_petD,78,77,0,1.00,0
Pl_petD,79,78,0,1.00,0
Pl_petD,81,79,0,1.00,0
Pl_petD,82,80,0,0.89,0
Pl_petD,83,81,0,0.89,0
Pl_petD,84,82,0,1.00,0
Pl_petD,85,83,0,0.87,0
Pl_petD,86,84,0,1.00,0
Pl_petD,87,85,0,0.87,0
Pl_petD,88,86,0,0.80,0
Pl_petD,89,87,0,1.00,0
Pl_petD,90,88,0,1.00,0
Pl_petD,91,89,0,0.87,0
Pl_petD,92,90,0,0.69,0
Pl_petD,93,91,0,1.00,0
Pl_petD,94,92,0,0.92,0
Pl_petD,95,93,0,1.00,0
Pl_petD,96,94,0,1.00,0
Pl_petD,97,95,0,0.82,0
Pl_petD,98,96,0,1.00,0
Pl_petD,99,97,0,0.89,0
Pl_petD,100,98,0,0.82,0
Pl_petD,101,99,0,0.63,0
Pl_petD,102,100,0,0.90,0
Pl_petD,103,101,0,0.87,0
Pl_petD,104,102,0,0.76,0
Pl_petD,105,103,0,0.92,0
Pl_petD,106,104,1,1.00,8.00
Pl_petD,107,105,0,0.56,0
Pl_petD,108,106,0,0.95,0
Pl_petD,109,107,0,1.00,0
Pl_petD,110,108,0,0.69,0
Pl_petD,111,109,0,0.76,0
Pl_petD,112,110,0,0.90,0
Pl_petD,113,111,0,0.95,0
Pl_petD,114,112,0,1.00,0
Pl_petD,115,113,0,0.75,0
Pl_petD,116,114,0,1.00,0
Pl_petD,117,115,0,0.78,0
Pl_petD,118,116,0,0.65,0
Pl_petD,119,117,0,0.95,0
Pl_petD,120,118,0,0.84,0
Pl_petD,121,119,0,0.86,0
Pl_petD,122,120,0,1.00,0
Pl_petD,123,121,0,1.00,0
Pl_petD,124,122,0,1.00,0
Pl_petD,125,123,0,0.87,0
Pl_petD,126,124,1,1.00,3.00
Pl_petD,127,125,0,1.00,0
Pl_petD,128,126,0,1.00,0
Pl_petD,129,127,1,0.70,-4.03
Pl_petD,130,128,0,0.95,0
Pl_petD,131,129,1,0.63,1.03
Pl_petD,132,130,0,0.58,0
Pl_petD,133,131,1,0.66,2.86
Pl_petD,134,132,0,0.95,0
Pl_petD,135,133,0,0.71,0
Pl_petD,136,134,0,0.52,0
Pl_petD,137,135,0,0.87,0
Pl_petD,138,136,0,0.77,0
Pl_petD,139,137,1,0.51,1.17
Pl_petD,140,138,0,0.47,0
Pl_petD,141,139,1,0.78,1.79
Pl_petD,142,140,0,0.62,0
Pl_petD,143,141,0,0.95,0
Pl_petD,144,142,0,0.84,0
Pl_petD,145,143,0,0.95,0
Pl_petD,146,144,0,0.90,0
Pl_petD,147,145,0,1.00,0
Pl_petD,148,146,0,0.92,0
Pl_petD,149,147,0,0.71,0
Pl_petD,150,148,0,0.60,0
Pl_petD,151,149,1,0.90,7.21
Pl_petD,152,150,0,0.87,0
Pl_petD,155,151,1,0.87,4.72
Pl_petD,156,152,0,0.65,0
Pl_petD,157,153,0,0.77,0
Pl_petD,158,154,0,1.00,0
Pl_petD,159,155,0,0.95,0
Pl_petD,160,156,1,0.59,-1.69
Pl_petD,161,157,0,0.79,0
Pl_psaA,17,1,0,0.85,0
Pl_psaA,18,2,0,0.58,0
Pl_psaA,19,3,0,0.70,0
Pl_psaA,20,4,0,0.38,0
Pl_psaA,21,5,0,0.81,0
Pl_psaA,27,6,0,0.74,0
Pl_psaA,28,7,0,0.40,0
Pl_psaA,29,8,0,0.95,0
Pl_psaA,30,9,0,0.90,0
Pl_psaA,31,10,1,0.95,-2.14
Pl_psaA,32,11,1,0.79,-1.93
Pl_psaA,33,12,1,0.87,2.00
Pl_psaA,34,13,0,1.00,0
Pl_psaA,35,14,1,0.87,3.10
Pl_psaA,36,15,0,0.69,0
Pl_psaA,37,16,0,1.00,0
Pl_psaA,38,17,0,1.00,0
Pl_psaA,39,18,1,0.95,1.00
Pl_psaA,40,19,0,1.00,0
Pl_psaA,41,20,0,0.95,0
Pl_psaA,42,21,0,0.95,0
Pl_psaA,43,22,1,0.77,-2.31
Pl_psaA,44,23,0,0.92,0
Pl_psaA,45,24,1,0.87,3.41
Pl_psaA,46,25,0,1.00,0
Pl_psaA,47,26,0,1.00,0
Pl_psaA,49,27,1,1.00,8.00
Pl_psaA,50,28,0,0.72,0
Pl_psaA,51,29,0,0.95,0
Pl_psaA,52,30,0,1.00,0
Pl_psaA,53,31,0,1.00,0
Pl_psaA,54,32,0,1.00,0
Pl_psaA,55,33,0,0.95,0
Pl_psaA,56,34,0,1.00,0
Pl_psaA,57,35,1,0.95,4.86
Pl_psaA,58,36,0,1.00,0
Pl_psaA,59,37,0,1.00,0
Pl_psaA,60,38,0,1.00,0
Pl_psaA,61,39,0,1.00,0
Pl_psaA,62,40,0,0.92,0
Pl_psaA,63,41,0,1.00,0
Pl_psaA,64,42,0,1.00,0
Pl_psaA,65,43,0,1.00,0
Pl_psaA,66,44,0,1.00,0
Pl_psaA,67,45,1,0.74,-2.41
Pl_psaA,68,46,0,0.69,0
Pl_psaA,69,47,1,0.90,2.72
Pl_psaA,70,48,0,0.64,0
Pl_psaA,71,49,0,0.83,0
Pl_psaA,72,50,0,1.00,0
Pl_psaA,73,51,0,0.95,0
Pl_psaA,74,52,0,0.77,0
Pl_psaA,75,53,0,0.77,0
Pl_psaA,77,55,1,1.00,0.00
Pl_psaA,78,56,0,1.00,0
Pl_psaA,79,57,0,1.00,0
Pl_psaA,80,58,1,0.85,-0.66
Pl_psaA,81,59,0,1.00,0
Pl_psaA,82,60,0,0.95,0
Pl_psaA,83,61,0,1.00,0
Pl_psaA,84,62,0,1.00,0
Pl_psaA,85,63,0,1.00,0
Pl_psaA,86,64,0,1.00,0
Pl_psaA,87,65,0,0.95,0
Pl_psaA,88,66,1,1.00,1.00
Pl_psaA,89,67,0,0.70,0
Pl_psaA,90,68,0,0.70,0
Pl_psaA,91,69,0,0.95,0
Pl_psaA,92,70,0,0.95,0
Pl_psaA,93,71,0,0.77,0
Pl_psaA,94,72,0,1.00,0
Pl_psaA,95,73,0,0.71,0
Pl_psaA,96,74,0,1.00,0
Pl_psaA,97,75,0,0.89,0
Pl_psaA,98,76,0,0.87,0
Pl_psaA,99,77,1,0.73,0.72
Pl_psaA,100,78,0,1.00,0
Pl_psaA,101,79,0,1.00,0
Pl_psaA,102,80,1,1.00,-2.00
Pl_psaA,103,81,1,1.00,4.00
Pl_psaA,104,82,0,0.71,0
Pl_psaA,105,83,0,1.00,0
Pl_psaA,106,84,0,1.00,0
Pl_psaA,107,85,0,1.00,0
Pl_psaA,108,86,0,1.00,0
Pl_psaA,109,87,1,0.53,0.14
Pl_psaA,110,88,1,0.90,2.21
Pl_psaA,111,89,0,1.00,0
Pl_psaA,112,90,0,0.95,0
Pl_psaA,113,91,0,0.60,0
Pl_psaA,114,92,0,0.76,0
Pl_psaA,115,93,0,1.00,0
Pl_psaA,116,94,0,0.75,0
Pl_psaA,117,95,0,0.33,0
Pl_psaA,118,96,0,0.77,0
Pl_psaA,119,97,1,0.92,1.93
Pl_psaA,120,98,0,0.85,0
