,alignment position,genomic position,edited or not,positional entropy,average score difference
Km_psbA,350,43,0,0.84,0
Km_psbA,351,44,0,1.00,0
Km_psbA,352,45,0,0.80,0
Km_psbA,353,46,1,0.92,2.86
Km_psbA,354,47,0,0.77,0
Km_psbA,355,48,0,1.00,0
Km_psbA,356,49,0,0.63,0
Km_psbA,357,50,0,1.00,0
Km_psbA,358,51,0,1.00,0
Km_psbA,359,52,0,0.77,0
Km_psbA,360,53,0,0.75,0
Km_psbA,361,54,0,1.00,0
Km_psbA,362,55,0,0.92,0
Km_psbA,363,56,0,0.70,0
Km_psbA,364,57,0,0.55,0
Km_psbA,365,58,0,0.85,0
Km_psbA,366,59,0,0.78,0
Km_psbA,367,60,0,1.00,0
Km_psbA,368,61,0,1.00,0
Km_psbA,369,62,0,1.00,0
Km_psbA,370,63,0,1.00,0
Km_psbA,371,64,0,1.00,0
Km_psbA,372,65,0,0.89,0
Km_psbA,373,66,0,1.00,0
Km_psbA,374,67,0,0.85,0
Km_psbA,375,68,0,1.00,0
Km_psbA,376,69,0,1.00,0
Km_psbA,377,70,0,1.00,0
Km_psbA,378,71,0,1.00,0
Km_psbA,379,72,0,1.00,0
Km_psbA,380,73,0,1.00,0
Km_psbA,381,74,0,1.00,0
Km_psbA,382,75,0,1.00,0
Km_psbA,383,76,0,0.55,0
Km_psbA,384,77,0,1.00,0
Km_psbA,385,78,0,1.00,0
Km_psbA,386,79,0,0.85,0
Km_psbA,387,80,0,0.83,0
Km_psbA,388,81,0,1.00,0
Km_psbA,389,82,0,1.00,0
Km_psbA,390,83,0,0.95,0
Km_psbA,391,84,0,1.00,0
Km_psbA,392,85,0,1.00,0
Km_psbA,393,86,0,1.00,0
Km_psbA,394,87,0,0.65,0
Km_psbA,395,88,0,1.00,0
Km_psbA,396,89,0,1.00,0
Km_psbA,397,90,0,1.00,0
Km_psbA,398,91,0,0.78,0
Km_psbA,399,92,0,0.77,0
Km_psbA,400,93,0,1.00,0
Km_psbA,401,94,0,1.00,0
Km_psbA,402,95,0,1.00,0
Km_psbA,403,96,0,1.00,0
Km_psbA,404,97,0,1.00,0
Km_psbA,405,98,0,1.00,0
Km_psbA,406,99,0,1.00,0
Km_psbA,407,100,0,1.00,0
Km_psbA,408,101,0,1.00,0
Km_psbA,409,102,0,1.00,0
Km_psbA,410,103,0,1.00,0
Km_psbA,411,104,0,1.00,0
Km_psbA,412,105,0,1.00,0
Km_psbA,413,106,0,1.00,0
Km_psbA,414,107,0,1.00,0
Km_psbA,415,108,0,1.00,0
Km_psbA,416,109,0,0.95,0
Km_psbA,417,110,0,1.00,0
Km_psbA,418,111,0,1.00,0
Km_psbA,419,112,0,1.00,0
Km_psbA,420,113,0,1.00,0
Km_psbA,421,114,0,1.00,0
Km_psbA,422,115,0,1.00,0
Km_psbA,423,116,0,0.82,0
Km_psbA,424,117,0,1.00,0
Km_psbA,425,118,0,1.00,0
Km_psbA,426,119,0,1.00,0
Km_psbA,427,120,0,1.00,0
Km_psbA,428,121,0,1.00,0
Km_psbA,429,122,0,1.00,0
Km_psbA,430,123,0,0.95,0
Km_psbA,431,124,0,1.00,0
Km_psbA,432,125,0,1.00,0
Km_psbA,433,126,0,1.00,0
Km_psbA,434,127,0,1.00,0
Km_psbA,435,128,0,1.00,0
Km_psbA,436,129,0,1.00,0
Km_psbA,437,130,0,1.00,0
Km_psbA,438,131,0,0.77,0
Km_psbA,439,132,0,0.70,0
Km_psbA,440,133,0,1.00,0
Km_psbA,441,134,0,1.00,0
Km_psbA,442,135,0,1.00,0
Km_psbA,443,136,0,1.00,0
Km_psbA,444,137,0,1.00,0
Km_psbA,445,138,0,1.00,0
Km_psbA,446,139,0,1.00,0
Km_psbA,447,140,0,1.00,0
Km_psbA,448,141,0,0.95,0
Km_psbA,449,142,0,1.00,0
Km_psbA,450,143,0,1.00,0
Km_psbA,451,144,0,1.00,0
Km_psbA,452,145,0,1.00,0
Km_psbA,453,146,0,1.00,0
Km_psbA,454,147,0,1.00,0
Km_psbA,455,148,0,1.00,0
Km_psbA,456,149,0,1.00,0
Km_psbA,457,150,0,1.00,0
Km_psbA,458,151,0,1.00,0
Km_psbA,459,152,0,0.95,0
Km_psbA,460,153,0,1.00,0
Km_psbA,461,154,0,1.00,0
Km_psbA,462,155,0,1.00,0
Km_psbA,463,156,0,0.95,0
Km_psbA,464,157,0,0.95,0
Km_psbA,465,158,0,1.00,0
Km_psbA,466,159,0,1.00,0
Km_psbA,467,160,0,0.72,0
Km_psbA,468,161,0,0.90,0
Km_psbA,469,162,0,0.65,0
Km_psbA,470,163,0,0.95,0
Km_psbA,471,164,0,1.00,0
Km_psbA,472,165,0,0.68,0
Km_psbA,473,166,0,1.00,0
Km_psbA,474,167,0,0.64,0
Km_psbA,475,168,0,0.95,0
Km_psbA,476,169,0,1.00,0
Km_psbA,477,170,0,0.84,0
Km_psbA,478,171,0,0.95,0
Km_psbA,479,172,0,1.00,0
Km_psbA,480,173,0,1.00,0
Km_psbA,481,174,0,1.00,0
Km_psbA,482,175,0,0.90,0
Km_psbA,483,176,0,1.00,0
Km_psbA,484,177,0,1.00,0
Km_psbA,485,178,0,1.00,0
Km_psbA,486,179,0,0.95,0
Km_psbA,487,180,0,1.00,0
Km_psbA,488,181,0,0.95,0
Km_psbA,489,182,0,1.00,0
Km_psbA,490,183,0,1.00,0
Km_psbA,491,184,0,1.00,0
Km_psbA,492,185,0,0.95,0
Km_psbA,493,186,0,1.00,0
Km_psbA,494,187,0,0.95,0
Km_psbA,495,188,0,1.00,0
Km_psbA,496,189,0,1.00,0
Km_psbA,497,190,0,1.00,0
Km_psbA,498,191,0,0.95,0
Km_psbA,499,192,0,1.00,0
Km_psbA,500,193,0,1.00,0
Km_psbA,501,194,0,1.00,0
Km_psbA,502,195,0,1.00,0
Km_psbA,503,196,0,1.00,0
Km_psbA,504,197,0,1.00,0
Km_psbA,505,198,0,1.00,0
Km_psbA,506,199,0,1.00,0
Km_psbA,507,200,0,1.00,0
Km_psbA,508,201,0,1.00,0
Km_psbA,509,202,0,0.77,0
Km_psbA,510,203,0,1.00,0
Km_psbA,511,204,0,1.00,0
Km_psbA,512,205,0,1.00,0
Km_psbA,513,206,0,0.95,0
Km_psbA,514,207,0,1.00,0
Km_psbA,515,208,0,0.77,0
Km_psbA,516,209,0,0.62,0
Km_psbA,517,210,0,1.00,0
Km_psbA,518,211,0,1.00,0
Km_psbA,519,212,0,1.00,0
Km_psbA,520,213,0,0.74,0
Km_psbA,521,214,0,0.90,0
Km_psbA,522,215,0,1.00,0
Km_psbA,523,216,0,1.00,0
Km_psbA,524,217,0,0.73,0
Km_psbA,525,218,0,1.00,0
Km_psbA,526,219,0,0.83,0
Km_psbA,527,220,0,0.71,0
Km_psbA,528,221,0,0.85,0
Km_psbC,15,9,0,0.54,0
Km_psbC,16,10,0,0.70,0
Km_psbC,17,11,0,0.56,0
Km_psbC,18,12,0,0.60,0
Km_psbC,19,13,1,0.50,-2.40
Km_psbC,20,14,0,0.66,0
Km_psbC,21,15,0,0.56,0
Km_psbC,22,16,1,0.66,-0.70
Km_psbC,25,17,1,0.58,-2.83
Km_psbC,26,18,0,0.66,0
Km_psbC,27,19,1,0.74,-2.17
Km_psbC,28,20,1,0.92,2.90
Km_psbC,29,21,1,0.87,-0.20
Km_psbC,30,22,0,0.77,0
Km_psbC,31,23,1,0.87,-5.57
Km_psbC,32,24,0,0.95,0
Km_psbC,33,25,0,0.32,0
Km_psbC,34,26,1,0.24,1.47
Km_psbC,35,27,1,0.22,-0.47
Km_psbC,36,28,0,0.32,0
Km_psbC,37,29,0,0.62,0
Km_psbC,38,30,0,0.63,0
Km_psbC,39,31,0,0.90,0
Km_psbC,40,32,0,0.90,0
Km_psbC,41,33,0,0.82,0
Km_psbC,42,34,1,0.77,-0.67
Km_psbC,43,35,1,0.92,2.93
Km_psbC,44,36,0,0.84,0
Km_psbC,45,37,1,0.95,3.77
Km_psbC,46,38,0,0.95,0
Km_psbC,47,39,0,0.92,0
Km_psbC,48,40,0,0.95,0
Km_psbC,49,41,0,1.00,0
Km_psbC,50,42,0,1.00,0
Km_psbC,51,43,0,0.83,0
Km_psbC,52,44,0,1.00,0
Km_psbC,53,45,0,1.00,0
Km_psbC,54,46,0,0.92,0
Km_psbC,55,47,0,1.00,0
Km_psbC,56,48,0,0.95,0
Km_psbC,57,49,0,1.00,0
Km_psbC,58,50,1,0.90,-0.07
Km_psbC,61,51,0,0.77,0
Km_psbC,62,52,0,0.95,0
Km_psbC,63,53,0,0.95,0
Km_psbC,64,54,0,0.95,0
Km_psbC,65,55,0,0.95,0
Km_psbC,66,56,0,1.00,0
Km_psbC,67,57,0,1.00,0
Km_psbC,68,58,0,1.00,0
Km_psbC,69,59,0,1.00,0
Km_psbC,70,60,1,1.00,3.00
Km_psbC,71,61,0,1.00,0
Km_psbC,72,62,0,1.00,0
Km_psbC,73,63,0,1.00,0
Km_psbC,74,64,0,1.00,0
Km_psbC,75,65,0,0.71,0
Km_psbC,76,66,0,0.80,0
Km_psbC,77,67,0,0.95,0
Km_psbC,78,68,0,1.00,0
Km_psbC,79,69,0,1.00,0
Km_psbC,80,70,0,0.64,0
Km_psbC,81,71,0,1.00,0
Km_psbC,82,72,0,0.95,0
Km_psbC,83,73,0,1.00,0
Km_psbC,84,74,0,0.67,0
Km_psbC,85,75,0,1.00,0
Km_psbC,86,76,0,1.00,0
Km_psbC,87,77,0,1.00,0
Km_psbC,88,78,0,1.00,0
Km_psbC,89,79,1,0.78,2.80
Km_psbC,90,80,0,1.00,0
Km_psbC,91,81,0,0.77,0
Km_psbC,92,82,0,0.73,0
Km_psbC,93,83,0,1.00,0
Km_psbC,94,84,0,0.92,0
Km_psbC,95,85,0,0.95,0
Km_psbC,96,86,0,0.95,0
Km_psbC,97,87,0,0.85,0
Km_psbC,98,88,0,1.00,0
Km_psbC,99,89,0,0.95,0
Km_psbC,100,90,0,1.00,0
Km_psbC,101,91,0,1.00,0
Km_psbC,102,92,0,0.57,0
Km_psbC,103,93,0,1.00,0
Km_psbC,104,94,0,0.92,0
Km_psbC,105,95,0,0.70,0
Km_psbC,106,96,0,0.89,0
Km_psbC,107,97,0,1.00,0
Km_psbC,108,98,0,0.95,0
Km_psbC,109,99,0,0.87,0
Km_psbC,110,100,0,0.90,0
Km_psbC,111,101,0,1.00,0
Km_psbC,112,102,0,1.00,0
Km_psbC,113,103,0,0.76,0
Km_psbC,114,104,0,1.00,0
Km_psbC,115,105,0,0.89,0
Km_psbC,116,106,0,0.95,0
Km_psbC,117,107,0,0.87,0
Km_psbC,118,108,0,0.85,0
Km_psbC,119,109,0,1.00,0
Km_psbC,120,110,0,1.00,0
Km_psbC,121,111,0,0.81,0
Km_psbC,122,112,1,0.50,-2.83
Km_psbC,123,113,0,0.65,0
Km_psbC,124,114,0,0.70,0
Km_psbC,125,115,0,0.67,0
Km_psbC,126,116,1,0.95,1.00
Km_psbC,127,117,1,0.85,1.00
Km_psbC,128,118,0,1.00,0
Km_psbC,129,119,0,0.84,0
Km_psbC,130,120,0,0.79,0
Km_psbC,131,121,0,1.00,0
Km_psbC,132,122,0,0.95,0
Km_psbC,133,123,0,0.72,0
Km_psbC,134,124,0,1.00,0
Km_psbC,135,125,0,0.85,0
Km_psbC,136,126,0,0.80,0
Km_psbC,137,127,0,0.95,0
Km_psbC,138,128,0,0.95,0
Km_psbC,139,129,0,0.95,0
Km_psbC,140,130,0,1.00,0
Km_psbC,141,131,1,1.00,2.00
Km_psbC,142,132,0,1.00,0
Km_psbC,143,133,0,0.85,0
Km_psbC,144,134,0,1.00,0
Km_psbC,145,135,0,1.00,0
Km_psbC,146,136,1,0.65,2.40
Km_psbC,147,137,0,0.95,0
Km_psbC,148,138,0,1.00,0
Km_psbC,149,139,1,0.87,0.53
Km_psbC,150,140,0,0.80,0
Km_psbC,151,141,0,0.74,0
Km_psbC,152,142,0,1.00,0
Km_psbC,153,143,0,1.00,0
Km_psbC,154,144,0,0.77,0
Km_psbC,155,145,0,0.81,0
Km_psbC,156,146,0,1.00,0
Km_psbC,157,147,0,0.95,0
Km_psbC,158,148,0,0.95,0
Km_psbC,159,149,0,0.97,0
Km_psbC,160,150,1,0.82,7.23
Km_psbC,161,151,1,0.95,9.70
Km_psbC,166,152,0,0.82,0
Km_psbC,167,153,0,1.00,0
Km_psbC,168,154,0,0.90,0
Km_psbC,169,155,0,0.95,0
Km_psbC,170,156,0,0.80,0
Km_psbC,171,157,0,0.95,0
Km_psbC,172,158,0,0.80,0
Km_psbC,173,159,0,1.00,0
Km_psbC,174,160,0,0.89,0
Km_psbC,175,161,0,0.90,0
Km_psbC,176,162,0,0.95,0
Km_psbC,177,163,0,0.87,0
Km_psbC,178,164,0,1.00,0
Km_psbC,179,165,0,0.82,0
Km_psbC,180,166,0,0.95,0
Km_psbC,181,167,0,0.95,0
Km_psbC,182,168,0,1.00,0
Km_psbC,183,169,0,0.87,0
Km_psbC,184,170,0,1.00,0
Km_psbC,185,171,0,1.00,0
Km_psbC,186,172,0,0.63,0
Km_psbC,187,173,0,0.73,0
Km_psbC,188,174,0,1.00,0
Km_psbC,189,175,0,1.00,0
Km_psbC,190,176,0,0.59,0
Km_psbC,191,177,0,0.95,0
Km_psbC,192,178,0,0.67,0
Km_psbC,193,179,0,0.69,0
Km_psbC,194,180,0,0.95,0
Km_psbC,195,181,0,0.87,0
Km_psbC,196,182,0,0.92,0
Km_psbC,197,183,1,0.42,2.67
Km_psbC,198,184,0,0.82,0
Km_psbC,199,185,0,0.90,0
Km_psbC,200,186,0,0.56,0
Km_psbC,205,187,0,0.69,0
Km_psbC,206,188,1,0.48,0.93
Km_psbC,207,189,0,0.74,0
Km_psbC,208,190,0,1.00,0
Km_psbC,209,191,0,0.68,0
Km_psbC,210,192,0,1.00,0
Km_psbC,211,193,0,1.00,0
Km_psbC,212,194,0,0.95,0
Km_psbC,213,195,0,0.95,0
Km_psbC,214,196,0,0.95,0
Km_psbC,215,197,0,1.00,0
Km_psbC,217,198,0,1.00,0
Km_psbC,218,199,0,1.00,0
Km_psbC,219,200,0,1.00,0
Km_psbC,220,201,0,1.00,0
Km_psbC,221,202,0,1.00,0
Km_psbC,222,203,0,1.00,0
Km_psbC,223,204,0,0.41,0
Km_psbC,224,205,0,0.81,0
Km_psbC,225,206,1,0.45,0.47
Km_psbC,226,207,0,0.56,0
Km_psbC,227,208,0,0.87,0
Km_psbC,228,209,0,1.00,0
Km_psbC,229,210,1,0.74,0.77
Km_psbC,230,211,0,0.81,0
Km_psbC,231,212,0,0.89,0
Km_psbC,232,213,0,0.34,0
Km_psbC,233,214,0,0.72,0
Km_psbC,234,215,0,1.00,0
Km_psbC,235,216,0,0.87,0
Km_psbC,236,217,1,0.78,-0.10
Km_psbC,237,218,0,1.00,0
Km_psbC,238,219,0,0.68,0
Km_psbC,239,220,0,0.71,0
Km_psbC,240,221,0,0.89,0
Km_psbC,241,222,0,0.89,0
Km_psbC,242,223,0,1.00,0
Km_psbC,243,224,0,0.89,0
Km_psbC,244,225,0,1.00,0
Km_psbC,245,226,0,1.00,0
Km_psbC,246,227,0,0.87,0
Km_psbC,247,228,0,1.00,0
Km_psbC,248,229,0,1.00,0
Km_psbC,249,230,0,0.80,0
Km_psbC,250,231,1,0.64,0.33
Km_psbC,251,232,0,0.95,0
Km_psbC,252,233,0,0.81,0
Km_psbC,253,234,0,0.79,0
Km_psbC,254,235,0,0.92,0
Km_psbC,255,236,0,0.76,0
Km_psbC,256,237,0,1.00,0
Km_psbC,257,238,0,1.00,0
Km_psbC,258,239,0,0.66,0
Km_psbC,259,240,0,0.73,0
Km_psbC,260,241,0,1.00,0
Km_psbC,261,242,0,1.00,0
Km_psbC,262,243,0,0.95,0
Km_psbC,263,244,0,0.75,0
Km_psbC,264,245,0,0.90,0
Km_psbC,265,246,0,0.64,0
Km_psbC,266,247,0,0.90,0
Km_psbC,267,248,0,0.41,0
Km_psbC,268,249,0,0.60,0
Km_psbC,269,250,0,0.90,0
Km_psbC,270,251,1,0.71,0.53
Km_psbC,271,252,0,0.42,0
Km_psbC,272,253,0,1.00,0
Km_psbC,273,254,0,1.00,0
Km_psbC,274,255,1,0.74,0.93
Km_psbC,275,256,0,0.83,0
Km_psbC,276,257,0,1.00,0
Km_psbC,277,258,0,0.95,0
Km_psbC,278,259,0,0.58,0
Km_psbC,279,260,0,0.92,0
Km_psbC,280,261,0,0.87,0
Km_psbC,281,262,0,1.00,0
Km_psbC,282,263,1,0.85,0.90
Km_psbC,283,264,0,0.72,0
Km_psbC,284,265,0,0.95,0
Km_psbC,285,266,0,0.87,0
Km_psbC,286,267,0,0.95,0
Km_psbC,287,268,0,1.00,0
Km_psbC,288,269,0,0.77,0
Km_psbC,289,270,0,0.84,0
Km_psbC,290,271,1,0.87,1.97
Km_psbC,291,272,0,0.95,0
Km_psbC,292,273,0,1.00,0
Km_psbC,293,274,0,1.00,0
Km_psbC,294,275,0,1.00,0
Km_psbC,295,276,0,1.00,0
Km_psbC,296,277,0,1.00,0
Km_psbC,297,278,0,1.00,0
Km_psbC,298,279,0,0.95,0
Km_psbC,299,280,0,1.00,0
Km_psbC,300,281,0,1.00,0
Km_psbC,301,282,0,1.00,0
Km_psbC,302,283,0,0.72,0
Km_psbC,303,284,0,0.95,0
Km_psbC,304,285,0,0.77,0
Km_psbC,305,286,0,0.79,0
Km_psbC,306,287,0,0.56,0
Km_psbC,307,288,0,0.90,0
Km_psbC,308,289,0,0.95,0
Km_psbC,309,290,0,0.60,0
Km_psbC,310,291,0,0.69,0
Km_psbC,311,292,0,1.00,0
Km_psbC,312,293,0,0.59,0
Km_psbC,313,294,0,0.38,0
Km_psbC,314,295,0,0.74,0
Km_psbC,315,296,0,0.70,0
Km_psbC,316,297,0,1.00,0
Km_psbC,317,298,0,0.83,0
Km_psbC,318,299,0,1.00,0
Km_psbC,319,300,0,0.95,0
Km_psbC,320,301,0,1.00,0
Km_psbC,321,302,0,0.92,0
Km_psbC,322,303,0,1.00,0
Km_psbC,323,304,0,1.00,0
Km_psbC,324,305,0,1.00,0
Km_psbC,325,306,0,1.00,0
Km_psbC,326,307,0,0.84,0
Km_psbC,327,308,0,0.82,0
Km_psbC,328,309,0,1.00,0
Km_psbC,329,310,0,1.00,0
Km_psbC,330,311,0,0.95,0
Km_psbC,331,312,0,0.95,0
Km_psbC,332,313,0,0.87,0
Km_psbC,333,314,0,1.00,0
Km_psbC,334,315,0,1.00,0
Km_psbC,335,316,0,1.00,0
Km_psbC,336,317,0,1.00,0
Km_psbC,337,318,0,0.78,0
Km_psbC,338,319,0,1.00,0
Km_psbC,339,320,0,0.95,0
Km_psbC,340,321,0,1.00,0
Km_psbC,341,322,0,0.95,0
Km_psbC,342,323,0,1.00,0
Km_psbC,343,324,0,1.00,0
Km_psbC,344,325,0,1.00,0
Km_psbC,345,326,0,1.00,0
Km_psbC,346,327,0,1.00,0
Km_psbC,347,328,0,1.00,0
Km_psbC,348,329,0,0.92,0
Km_psbC,349,330,0,1.00,0
Km_psbC,350,331,0,1.00,0
Km_psbC,351,332,0,0.84,0
Km_psbC,352,333,0,0.87,0
Km_psbC,353,334,0,0.85,0
Km_psbC,354,335,0,0.79,0
Km_psbC,355,336,0,0.95,0
Km_psbC,356,337,0,0.95,0
Km_psbC,357,338,0,0.95,0
Km_psbC,358,339,0,1.00,0
Km_psbC,359,340,0,1.00,0
Km_psbC,360,341,0,1.00,0
Km_psbC,361,342,0,1.00,0
Km_psbC,362,343,0,1.00,0
Km_psbC,363,344,0,0.95,0
Km_psbC,364,345,0,1.00,0
Km_psbC,365,346,0,1.00,0
Km_psbC,366,347,0,1.00,0
Km_psbC,367,348,0,1.00,0
Km_psbC,368,349,0,1.00,0
Km_psbC,369,350,0,1.00,0
Km_psbC,370,351,0,1.00,0
Km_psbC,371,352,0,0.83,0
Km_psbC,372,353,0,1.00,0
Km_psbC,373,354,0,1.00,0
Km_psbC,374,355,0,0.85,0
Km_psbC,375,356,0,1.00,0
Km_psbC,376,357,0,0.87,0
Km_psbC,377,358,0,1.00,0
Km_psbC,378,359,0,1.00,0
Km_psbC,379,360,0,1.00,0
Km_psbC,380,361,1,1.00,6.00
Km_psbC,381,362,0,0.92,0
Km_psbC,382,363,0,1.00,0
Km_psbC,383,364,0,1.00,0
Km_psbC,384,365,0,1.00,0
Km_psbC,385,366,0,0.95,0
Km_psbC,386,367,0,0.64,0
Km_psbC,387,368,0,0.95,0
Km_psbC,388,369,0,0.90,0
Km_psbC,389,370,0,0.95,0
Km_psbC,390,371,0,1.00,0
Km_psbC,391,372,0,0.68,0
Km_psbC,392,373,0,0.95,0
Km_psbC,393,374,0,0.95,0
Km_psbC,394,375,0,0.95,0
Km_psbC,395,376,0,1.00,0
Km_psbC,396,377,0,0.95,0
Km_psbC,397,378,0,0.92,0
Km_psbC,398,379,0,0.95,0
Km_psbC,399,380,0,1.00,0
Km_psbC,400,381,0,0.95,0
Km_psbC,401,382,0,1.00,0
Km_psbC,402,383,0,0.72,0
Km_psbC,403,384,0,0.84,0
Km_psbC,404,385,0,0.92,0
Km_psbC,405,386,0,0.78,0
Km_psbC,406,387,0,0.77,0
Km_psbC,407,388,0,0.76,0
Km_psbC,408,389,1,1.00,-1.00
Km_psbC,409,390,0,0.95,0
Km_psbC,410,391,0,1.00,0
Km_psbC,411,392,0,0.95,0
Km_psbC,412,393,0,1.00,0
Km_psbC,413,394,0,1.00,0
Km_psbC,414,395,0,1.00,0
Km_psbC,415,396,0,1.00,0
Km_psbC,416,397,1,1.00,3.00
Km_psbC,417,398,0,0.89,0
Km_psbC,418,399,0,0.95,0
Km_psbC,419,400,0,0.95,0
Km_psbC,420,401,0,0.95,0
Km_psbC,421,402,0,1.00,0
Km_psbC,422,403,0,1.00,0
Km_psbC,423,404,0,1.00,0
Km_psbC,424,405,0,1.00,0
Km_psbC,425,406,0,1.00,0
Km_psbC,426,407,0,0.95,0
Km_psbC,427,408,0,1.00,0
Km_psbC,428,409,0,0.83,0
Km_psbC,429,410,0,0.92,0
Km_psbC,430,411,0,1.00,0
Km_psbC,431,412,0,1.00,0
Km_psbC,432,413,0,1.00,0
Km_psbC,433,414,0,1.00,0
Km_psbC,434,415,0,1.00,0
Km_psbC,435,416,0,0.95,0
Km_psbC,436,417,0,0.95,0
Km_psbC,437,418,0,1.00,0
Km_psbC,438,419,0,1.00,0
Km_psbC,439,420,0,1.00,0
Km_psbC,440,421,0,1.00,0
Km_psbC,441,422,0,0.87,0
Km_psbC,442,423,0,0.82,0
Km_psbC,443,424,0,1.00,0
Km_psbC,444,425,0,0.87,0
Km_psbC,445,426,0,0.95,0
Km_psbC,446,427,0,0.92,0
Km_psbC,447,428,0,1.00,0
Km_psbC,448,429,0,1.00,0
Km_psbC,449,430,0,1.00,0
Km_psbC,450,431,0,1.00,0
Km_psbC,451,432,0,1.00,0
Km_psbC,452,433,0,0.63,0
Km_psbC,453,434,0,0.66,0
Km_psbC,454,435,0,0.89,0
Km_psbC,455,436,0,1.00,0
Km_psbC,456,437,0,0.84,0
Km_psbC,457,438,0,0.71,0
Km_psbC,458,439,1,1.00,4.00
Km_psbC,459,440,0,0.87,0
Km_psbC,460,441,0,0.92,0
Km_psbC,461,442,0,0.85,0
Km_psbC,462,443,0,0.76,0
Km_psbC,463,444,0,0.60,0
Km_psbC,464,445,0,0.78,0
Km_psbC,465,446,0,0.92,0
Km_psbC,466,447,0,1.00,0
Km_psbC,467,448,0,0.78,0
Km_psbC,468,449,0,1.00,0
Km_psbC,469,450,0,1.00,0
Km_psbC,470,451,0,0.81,0
Km_psbC,471,452,0,0.95,0
Km_psbC,472,453,0,1.00,0
Km_psbC,473,454,0,0.95,0
Km_psbC,474,455,0,1.00,0
Km_psbC,475,456,0,1.00,0
Km_psbC,476,457,0,0.95,0
Km_psbC,477,458,0,0.95,0
Km_psbC,478,459,0,0.90,0
Km_psbC,479,460,0,0.95,0
Km_psbC,480,461,0,0.95,0
Km_psbC,481,462,0,1.00,0
Km_psbC,482,463,0,0.95,0
Km_psbC,483,464,0,1.00,0
Km_psbC,484,465,0,0.92,0
Km_psbC,485,466,0,0.75,0
Km_psbC,486,467,0,1.00,0
Km_psbC,487,468,0,0.56,0
Km_psbC,488,469,0,0.64,0
Km_psbC,489,470,0,1.00,0
Km_psbC,490,471,0,0.82,0
Km_psbC,491,472,0,0.87,0
Km_psbC,492,473,0,0.95,0
Km_psbC,493,474,0,0.84,0
Km_psbC,494,475,0,0.87,0
Km_psbC,495,476,0,0.79,0
Km_psbC,496,477,0,0.92,0
Km_psbC,497,478,0,0.77,0
Km_psbC,498,479,0,0.92,0
Km_psbD,267,1,0,1.00,0
Km_psbD,268,2,0,1.00,0
Km_psbD,269,3,0,0.77,0
Km_psbD,270,4,0,1.00,0
Km_psbD,271,5,0,0.95,0
Km_psbD,272,6,0,1.00,0
Km_psbD,273,7,0,0.77,0
Km_psbD,274,8,0,1.00,0
Km_psbD,275,9,0,1.00,0
Km_psbD,276,10,0,1.00,0
Km_psbD,277,11,0,1.00,0
Km_psbD,278,12,0,0.95,0
Km_psbD,279,13,0,1.00,0
Km_psbD,280,14,0,1.00,0
Km_psbD,281,15,0,1.00,0
Km_psbD,282,16,0,1.00,0
Km_psbD,283,17,0,1.00,0
Km_psbD,284,18,0,1.00,0
Km_psbD,285,19,0,0.95,0
Km_psbD,286,20,0,1.00,0
Km_psbD,287,21,0,1.00,0
Km_psbD,288,22,0,1.00,0
Km_psbD,289,23,0,0.92,0
Km_psbD,290,24,0,1.00,0
Km_psbD,291,25,0,1.00,0
Km_psbD,292,26,0,0.95,0
Km_psbD,293,27,0,1.00,0
Km_psbD,294,28,0,1.00,0
Km_psbD,295,29,0,1.00,0
Km_psbD,296,30,0,1.00,0
Km_psbD,297,31,0,1.00,0
Km_psbD,298,32,0,1.00,0
Km_psbD,299,33,0,1.00,0
Km_psbD,300,34,0,1.00,0
Km_psbD,301,35,0,1.00,0
Km_psbD,302,36,0,1.00,0
Km_psbD,303,37,0,1.00,0
Km_psbD,304,38,0,0.92,0
Km_psbD,305,39,0,1.00,0
Km_psbD,306,40,0,0.95,0
Km_psbD,307,41,0,1.00,0
Km_psbD,308,42,0,1.00,0
Km_psbD,309,43,0,0.92,0
Km_psbD,310,44,0,0.79,0
Km_psbD,311,45,0,1.00,0
Km_psbD,312,46,0,0.82,0
Km_psbD,313,47,0,1.00,0
Km_psbD,314,48,0,0.77,0
Km_psbD,315,49,0,1.00,0
Km_psbD,316,50,0,0.83,0
Km_psbD,317,51,0,0.68,0
Km_psbD,318,52,0,1.00,0
Km_psbD,319,53,0,0.79,0
Km_psbD,320,54,0,0.95,0
Km_psbD,321,55,0,1.00,0
Km_psbD,322,56,0,1.00,0
Km_psbD,323,57,0,0.95,0
Km_psbD,324,58,0,0.90,0
Km_psbD,325,59,0,1.00,0
Km_psbD,326,60,0,1.00,0
Km_psbD,327,61,0,1.00,0
Km_psbD,328,62,0,1.00,0
Km_psbD,329,63,0,1.00,0
Km_psbD,330,64,0,1.00,0
Km_psbD,331,65,0,1.00,0
Km_psbD,332,66,0,0.95,0
Km_psbD,333,67,0,1.00,0
Km_psbD,334,68,0,1.00,0
Km_psbD,335,69,0,1.00,0
Km_psbD,336,70,1,0.85,1.33
Km_psbD,337,71,0,0.95,0
Km_psbD,338,72,0,1.00,0
Km_psbD,339,73,0,1.00,0
Km_psbD,340,74,0,1.00,0
Km_psbD,341,75,0,1.00,0
Km_psbD,342,76,0,1.00,0
Km_psbD,343,77,0,1.00,0
Km_psbD,344,78,0,1.00,0
Km_psbD,345,79,0,1.00,0
Km_psbD,346,80,0,1.00,0
